,cell_id,Cell_Depth,Cell_Layer,Cell_TargetedBrainArea,cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high,wp_amplitude_pre_FW,wp_amplitude_post_FW,vm_amplitude_pre_FW,vm_amplitude_post_FW,ap_fr_pre_FW,ap_fr_post_FW,wp_amplitude_pre_AT,wp_amplitude_post_AT,vm_amplitude_pre_AT,vm_amplitude_post_AT,ap_fr_pre_AT,ap_fr_post_AT
139,TK407_1,497.0,L4,C2,PV,2.9166666666666665,-0.04181691956859649,0.9997142857142857,-0.05480364065635235,0.005043958554226703,0.0006973870270514773,4.9015525452817126e-05,196.37045736842103,201.90938315789472,-56.91758745557959,-51.279421451150014,7.501875468867218,25.50637659414854,190.6435708333333,194.1387796296296,-52.50964081493126,-48.29193550494696,20.02002002002002,70.03501750875436
140,TK408_1,476.0,L4,C2,EXC,1.9666666666666666,-0.041631458071213504,0.7165254237288137,-0.05632945530684906,0.005158466449513596,0.0005215768430952871,6.324992464000838e-05,126.760430704653,134.76933226203056,-58.830780972691905,-58.118750145906716,1.6021236036484532,1.7172351682789073,189.54487282608693,190.85327149758453,-56.39616398518887,-55.10233268163824,2.6113069591330462,2.175000543750136
141,TK408_2,490.0,L4,C2,PV,1.7166666666666666,-0.03922558006998676,1.5247572815533978,-0.05592596774806287,0.006159572343240163,0.0007308955971232883,4.802401930885999e-05,131.6820044673666,139.60497204382884,-53.021264295672296,-51.07453651499176,25.94999772922733,34.91971186018489,193.53764031172645,199.91871736058152,-50.4432629932665,-47.84768045514071,34.45793694240045,78.61112095543491
142,TK409_1,528.0,L4,C2,EXC,1.6,-0.042315479336370816,1.0760416666666668,-0.06244022202223331,0.005978641975058818,0.0008189354084334931,5.666421433948531e-05,183.89976090225562,189.99328045112782,-53.54503868934733,-54.88838686838894,2.143392991104919,1.4289286607366125,173.40934166666665,176.46708703703703,-54.05821834954841,-53.354698060532264,0.0,1.6675004168751042
143,TK412_1,507.0,L4,C2,PV,6.133333333333334,-0.03927105646294811,0.9456521739130435,-0.04557403006938739,0.003594365449994619,0.0004249995579836571,4.192415345700414e-05,191.30812142857144,195.17287857142856,-52.296032811782496,-47.222346060959666,15.003750937734434,68.58857571535741,185.61153333333334,191.07301172839504,-46.77306067194286,-45.33642204825001,60.06006006006006,104.49669279083987
144,TK413_1,521.0,L4,C2,EXC,1.1833333333333333,-0.043367751421873255,0.8598591549295774,-0.062154179877622846,0.0054612341029420235,0.00069190011714544,7.345778574409079e-05,195.13456666666667,202.08021637426904,-58.960686796166655,-59.25138383955386,0.0,0.0,118.54199028718637,124.31870464001408,-58.47771440704521,-55.737320069902836,1.1531754519362096,3.0919623747213105
145,TK414_1,451.0,L4,C2,EXC,0.3888888888888889,-0.04539436113482206,0.6228571428571428,-0.05588768968626476,0.0030035843551761247,0.00037972234809811525,4.988893339389709e-05,186.57361374269004,191.56200672514618,-66.22119947510024,-55.62248921704189,2.2227779167013972,12.50312578144536,183.36087857142857,186.14703968253968,-56.36306401378901,-55.464348436088294,8.58000858000858,10.719645537054241
146,TK414_2,514.0,L4,C2,SST,11.65,-0.036898579376418834,2.056366237482117,-0.04818831851039592,0.00635025169387245,0.0008381125279429613,7.585754281967213e-05,191.18956842105263,200.24404248120297,-57.845931357367995,-59.49155205916728,18.21884042439181,11.4314292858929,181.735136,187.3635151111111,-60.14637721391694,-60.649998156882255,9.60960960960961,14.807403701850928
147,TK415_1,457.0,L4,C2,EXC,3.216666666666667,-0.042579164781414845,1.8848445595854921,-0.05261635916401086,0.00388601737857052,0.0005509867442154957,3.706393220462733e-05,189.13772610526317,192.8301416842105,-58.63744756519037,-56.20109984768703,4.601150287571893,5.201300325081271,182.06885108695656,186.63639420289857,-57.46613331811617,-55.28489587460339,2.6113069591330462,1.7400004350001086
148,TK415_2,424.0,L4,C2,EXC,6.033333333333333,-0.040999859576657506,1.4259668508287293,-0.05054358915849038,0.004797764550578396,0.0006109956886632116,4.29023195035907e-05,186.99677559808612,191.0692526315789,-49.98502443122743,-48.471772636209586,1.3639773579758574,0.9093182386505718,184.16358083333336,187.9876762962963,-50.70796653821879,-49.68905530248813,4.004004004004004,2.668000667000167
149,TK415_3,477.0,L4,C2,EXC,9.833333333333334,-0.0420270372433298,1.4476271186440681,-0.04833788590117457,0.0032795387502688646,0.00039393787431089204,5.3635281518239774e-05,196.62244298245614,204.47841842105262,-59.74338413635731,-58.59481400549838,2.5006251562890727,2.5006251562890727,196.95304736842107,200.56090760233917,-56.95176002316551,-52.078455036932795,1.05368526421158,2.6328953950659537
150,TK416_1,473.0,L4,C2,EXC,2.966666666666667,-0.046483259189058504,0.6790730337078652,-0.05595268358545014,0.0037630176488476635,0.0004808031454353061,6.0870179472351536e-05,199.10948640350875,213.20826271929823,-59.986209334061776,-60.730125213439315,1.6670834375260482,0.0,202.97006979166665,210.54373703703703,-61.015287807767756,-58.0772289361297,0.0,0.41687510421877605
151,TK416_2,456.0,L4,C2,SST,0.5666666666666667,-0.04204226375675953,1.5495098039215687,-0.055725616184164946,0.0034186909449216915,0.0004006618739027292,3.056615416613719e-05,195.8285256965944,213.34250464396283,-51.046770087913615,-49.463666542192506,9.414118235441212,27.06558992689349,183.93885227272727,188.75192525252527,-50.055988804501794,-49.39895197761073,26.390026390026392,34.56273591341125
152,TK450_1,461.0,L4,C2,PV,0.31666666666666665,-0.042804269139328756,1.3921052631578947,-0.06590065843095007,0.007073192180478503,0.0008851298803395221,4.176874377600082e-05,181.80067807017545,192.18647192982453,-52.29833938450004,-51.24685148120027,10.836042343919312,12.50312578144536,196.43759999999997,205.45999444444448,-49.58754372934658,-49.15963966719546,10.01001001001001,20.01000500250125
153,TK454_1,147.0,L2/3,C2,VIP,0.85,-0.0429219926604658,0.7088235294117649,-0.05341182812311934,0.002829324890323054,0.00037579012849297134,4.420981876079245e-05,202.64870684210524,213.30860210526313,-53.227189011881194,-51.38220700972724,2.000500125031258,5.001250312578145,211.92332678571427,216.78832380952383,-49.15348495863731,-47.671028719890245,10.01001001001001,27.871078396341026
154,TK455_1,154.0,L2/3,C2,EXC,2.8333333333333335,-0.04352545286576282,0.726764705882353,-0.05161365062122025,0.0033361008894892525,0.0003559673458610024,4.676432269337788e-05,203.63527218045112,211.4014402255639,-63.99785813537574,-60.2719260927133,0.0,1.7861608259207655,205.0245015625,212.51147361111114,-63.45788782011647,-58.090136760154586,0.0,0.0
155,TK455_2,102.0,L2/3,C2,VIP,7.5,-0.03983437642714703,0.9957777777777779,-0.04775920540117013,0.004406954065922157,0.00048449794412243824,5.620845701088592e-05,195.32836771929829,200.52176035087717,-57.730928680602034,-52.06462108142949,1.6670834375260484,12.003000750187548,197.63607777777779,200.72804259259257,-52.726592417074,-47.68352317678637,8.897786675564452,28.903340559168477
156,TK457_1,220.0,L2/3,C2,EXC,7.35,-0.03874282815463662,1.0267573696145125,-0.04596070738696004,0.0042591124449284385,0.0004392902968158629,4.2896923070373376e-05,185.44842267206477,192.740791902834,-59.40467748937841,-60.9640826887595,1.5388462500240445,0.0,183.3381860465116,189.64938346253228,-61.2668024222426,-58.51007987108208,0.0,0.23267447677327036
157,TK460_1,123.0,L2/3,C2,VIP,5.7,-0.0421256686814968,1.2399122807017544,-0.04956749283280535,0.004246118538832794,0.0005181414463993401,4.970034301550709e-05,204.01364928229663,211.3232555023923,-46.633780545431115,-43.96801873707295,10.91181886380686,23.187615085589577,198.31097395670793,201.81077480031126,-45.56062888633393,-44.43994667473335,30.510010902167764,43.99788501271291
158,TK460_2,235.0,L2/3,C2,EXC,2.55,-0.040163802659238836,2.4392156862745096,-0.056517185275806445,0.006235820143419157,0.0008558270227233265,4.59659423923952e-05,204.38537368421055,209.0682325358852,-67.16785248955739,-66.14102564202337,0.4546591193252859,0.0,118.54199028718638,124.31870464001409,-58.47771440704521,-55.73732006990285,1.1531754519362098,3.0919623747213105
159,TK461_1,227.0,L2/3,C2,VIP,3.0833333333333335,-0.038698611663020674,1.0281081081081083,-0.04709035065688361,0.003771505395954699,0.0004615005955251704,4.526680839069484e-05,200.15629342105262,205.95989605263156,-50.74241313905273,-44.34333030703892,32.508127031757944,52.51312828207052,201.88829166666665,204.31590123456786,-47.65431039590822,-43.751399015355545,44.48893337782226,65.58834973042076
160,TK462_1,123.0,L2/3,C2,EXC,30.633333333333333,-0.04295041701735023,0.3519858541893362,-0.05306414294318819,0.006856898190950448,0.0009589813392315644,9.063532438777362e-05,196.2032112781955,203.57060075187968,-61.33081681652705,-63.18848205114118,0.0,0.0,192.80293571428572,195.54457936507936,-61.95415365711246,-60.23292126189928,0.0,1.4292860716072322
161,TK462_2,98.0,L2/3,C2,VIP,31.833333333333332,-0.043008068766067914,0.7739659685863874,-0.04885555599276183,0.005491276238124558,0.0006989361744924108,8.061366776909197e-05,198.07571818181822,205.26049712918658,-51.39797799434742,-54.479090021440186,18.186364773011434,13.639773579758577,194.03457205882353,195.5649267973856,-50.33884509130861,-43.71178806598429,29.441205911794142,62.38413324309212
162,TK462_3,150.0,L2/3,C2,VIP,32.68333333333333,-0.0404182193180026,0.7697603263641,-0.04751804355167822,0.006480783170560133,0.0009008348861843647,6.763636997540394e-05,201.3731980861244,206.97095837320578,-50.43270915286745,-55.12297679091678,15.003750937734434,7.72920502852986,195.35020775862068,197.84380996168585,-45.46801971130749,-46.226044700675175,40.04004004004004,52.78501319625328
163,TK463_1,146.0,L2/3,C2,VIP,8.25,-0.0429933260669759,0.6582828282828284,-0.05297925227533046,0.005060207660795484,0.0006804232138708359,6.545455452654988e-05,196.29133157894736,199.70464444444443,-46.53898197836543,-46.13553917023981,11.113889583506987,17.782223333611178,198.8743733333333,200.45905703703704,-43.93237548496051,-45.00616292114262,28.028028028028025,40.68701017175254
164,TK464_1,125.0,L2/3,C2,VIP,15.91304347826087,-0.03813028095519997,1.150068306010929,-0.04729284400225974,0.006179248872033845,0.0006601652860152684,4.949129465093268e-05,201.0106245614035,207.76515701754388,-54.49405517654245,-46.964501214048994,4.16770859381512,22.50562640660165,198.31097395670793,201.81077480031126,-45.56062888633392,-44.43994667473335,30.510010902167764,43.99788501271291
165,TK464_2,155.0,L2/3,C2,VIP,2.2,-0.03986485458340549,1.3299242424242426,-0.04965871688940789,0.004074215960774219,0.0004950459569355146,4.330611233724175e-05,207.25517210526314,215.75894473684207,-45.93298670212805,-40.972531549376384,2.5006251562890727,19.504876219054765,198.31097395670793,201.81077480031118,-45.56062888633392,-44.43994667473334,30.510010902167764,43.99788501271291
166,TK468_1,207.0,L2/3,C2,SST,0.2833333333333333,-0.03575470516321521,1.638235294117647,-0.0531181177256082,0.004346839910700608,0.0004778396531201303,4.57150422285972e-05,192.88807947368417,198.37117526315788,-48.4285780621954,-50.13197203343575,2.5006251562890727,3.000750187546887,192.38023928571428,194.82756689342406,-49.1002990370674,-49.79192526273753,2.451431022859594,7.554797807066797
167,TK470_1,143.0,L2/3,C2,EXC,2.45,-0.044153765034451085,0.6743197278911565,-0.05438321560158513,0.0034456144694477698,0.00042467295063365574,5.521634855825824e-05,190.40663538011697,191.58920116959064,-57.8588569449976,-60.11286258754397,1.3892361979383734,0.27784723958767465,188.4306340909091,192.85628686868688,-62.914185796548075,-56.67958650992539,0.0,0.9095456819318751
168,TK470_2,100.0,L2/3,C2,SST,28.65,-0.036558772618717,0.6562245491564864,-0.04363801281392239,0.005023925127496575,0.000698265521528824,7.467325749059088e-05,188.50767067669176,196.39716616541352,-42.64017949466723,-45.20867825453863,17.861608259207657,11.4314292858929,190.80977416666664,192.66441555555554,-44.58229908383195,-45.15193041889727,10.677344010677347,13.340003335000835
169,TK471_1,126.0,L2/3,C2,SST,4.666666666666667,-0.04044444311505604,0.5891071428571428,-0.05089645154517638,0.004122078239179053,0.0005361270233882506,5.6295137170612666e-05,191.11684175438597,201.2914056140351,-44.47954402226378,-49.97692144837451,16.670834375260483,7.668583812619822,193.03915648148146,202.46192345679012,-47.096408685249955,-43.655250638034026,11.86371556741927,50.395568154447595
170,TK472_1,149.0,L2/3,C2,SST,18.466666666666665,-0.04444082331246931,0.5275270758122743,-0.05117926621270344,0.004230560427720389,0.0005822513717790782,7.997612948778625e-05,199.27276736842103,203.77252631578946,-52.819885311504095,-55.04746761260097,5.001250312578145,0.5001250312578145,187.9606375,194.59748888888888,-54.13525223048834,-53.36311999245165,0.0,10.005002501250624
171,TK472_2,152.0,L2/3,C2,SST,103.68333333333334,-0.03886086116601443,0.4282671596206398,-0.04501150142152967,0.0051212291822881565,0.0006339813767437348,4.290277330065546e-05,203.54956578947366,211.71640789473682,-48.74751745281245,-52.63339546181978,18.129532383095775,3.7509377344336086,191.99794880768286,199.7563996003486,-52.285499861605125,-51.64905483769213,8.013646023467118,18.354518047608483
172,TK472_3,97.0,L2/3,C2,SST,20.133333333333333,-0.04275583771321723,0.41250000000000003,-0.05303312785040664,0.005936261870001541,0.0008170832980740652,9.783034274617193e-05,200.1826605263158,203.85839210526316,-42.92106806868845,-49.978219724801775,7.501875468867217,0.0,191.99794880768286,199.7563996003486,-52.28549986160512,-51.64905483769212,8.013646023467118,18.354518047608483
173,TK473_1,170.0,L2/3,C2,EXC,14.383333333333333,-0.03947940303536919,0.4129779837775204,-0.04901480169552686,0.004830080409598022,0.0005236125749463645,0.00011762550212257438,194.40091052631578,204.38264105263156,-69.73120957781254,-64.75957198637578,0.0,0.0,195.54476428571428,206.78895449735452,-64.04975486522298,-59.528721553721844,1.9066685733352398,0.0
174,TK476_1,245.0,L2/3,C2,PV,3.8181818181818183,-0.037320273843194335,1.9077380952380956,-0.05189082136371907,0.00574568414236702,0.0006414047198670884,4.5169097685911146e-05,131.6820044673666,139.60497204382884,-53.021264295672296,-51.07453651499176,25.94999772922733,34.91971186018488,193.53764031172648,199.9187173605815,-50.4432629932665,-47.84768045514072,34.45793694240046,78.6111209554349
175,TK478_1,184.0,L2/3,C2,PV,33.45,-0.03512811060439634,0.5380667663178874,-0.04117754602453469,0.0040867951817715525,0.0005239227147851189,7.560395240215951e-05,188.15035112781956,192.704862406015,-51.917266698338416,-48.30427227387235,12.860357946629513,28.57857321473225,182.61366249999998,185.92670085470087,-46.492478883433776,-41.04353691166602,25.410025410025412,115.0575287643822
176,TK479_1,172.0,L2/3,C2,PV,3.8555555555555556,-0.03778828478087187,1.239193083573487,-0.04980733808307806,0.004983435167168304,0.000664032795468357,5.038570848192806e-05,196.26535087719296,196.5595754385965,-46.60778798690533,-47.103853858690414,38.3429190630991,24.172709844127695,195.477235,202.5104,-46.55611922158688,-45.024312013829665,16.016016016016017,62.03101550775388
177,TK479_2,174.0,L2/3,C2,PV,7.85,-0.03481391090644743,3.3991507430997876,-0.045057822266654696,0.007057091571167455,0.0010026261063087612,5.046889379528049e-05,192.62653859649126,195.7649157894737,-55.07111776491352,-52.47251154084109,35.008752188047005,48.34541968825539,195.5878142857143,204.83430555555555,-52.24175454876096,-46.973934448522705,32.890032890032884,80.7546630458086
178,TK479_3,240.0,L2/3,C2,PV,9.94,-0.042919535753129776,0.845271629778672,-0.047532937592005914,0.003062292630777324,0.00036390577131507375,4.2262343753749474e-05,194.29632017543858,215.2514710526316,-52.56337577904363,-50.59394482777723,37.50937734433608,53.34667000083354,198.62076346153847,203.66029615384613,-51.86872468007102,-46.510618105934654,43.8900438900439,137.37638049794128
179,TK480_1,245.0,L2/3,C2,PV,41.7,-0.03878826965088651,1.0264388489208633,-0.045144858686366016,0.00574967763011735,0.0007495456208064178,6.757882639389167e-05,191.4735495614035,195.20162280701754,-58.21891597094806,-53.89141884019634,21.255313828457112,47.92864882887388,196.69740624999997,199.0177125,-52.90156563952967,-51.203721463862074,25.025025025025023,60.03001500750375
180,TK480_2,235.0,L2/3,C2,PV,18.683333333333334,-0.04004116178037537,0.8022301516503122,-0.047987466728842486,0.00519563855188307,0.0006783309987675621,5.502493558809552e-05,187.03758201754385,193.4061144736842,-52.29808672368934,-50.58855835205084,38.3429190630991,30.42427273485038,193.53764031172648,199.91871736058147,-50.44326299326651,-47.84768045514072,34.45793694240046,78.61112095543491
181,TK480_3,338.0,L2/3,C2,PV,27.75,-0.04519299723650416,1.1218918918918919,-0.05386812136089888,0.007461755374368315,0.0010632723806774191,8.27701951816543e-05,204.22288987854253,205.62493765182182,-51.19463277253259,-48.60416966632509,47.70423375074539,83.48240906380441,201.486720625,205.27683944444445,-48.92863884921918,-46.877645548409944,57.05705705705706,132.31615807903955
182,TK485_1,368.0,L2/3,C2,EXC,3.8333333333333335,-0.04584537431645219,2.1469565217391304,-0.05366468052455881,0.003033851124152834,0.0004917120619196268,1.866245219321404e-05,192.56116929824563,199.48418596491229,-61.435350712707994,-62.603048206021334,1.6670834375260482,0.0,198.28797727272726,202.39631313131315,-64.0106184600717,-64.48782506881285,0.0,0.0
183,TK485_2,400.0,L2/3,C2,EXC,4.958333333333333,-0.04439626527698014,1.5852941176470587,-0.055255384796466356,0.006618829676805079,0.0009752056013453127,3.9058867934578196e-05,193.66786913875595,199.12984066985646,-65.48762878815427,-66.43985821489504,0.4546591193252859,0.22732955966264295,195.1878734375,201.01847430555557,-62.969725753825315,-63.79720744476171,0.0,0.0
184,TK485_3,234.0,L2/3,C2,PV,1.1611111111111112,-0.04068549499115451,1.740909090909091,-0.053933812958601855,0.004732868170203328,0.0006212521437091198,3.5072825180720045e-05,195.06077719298247,203.8673473684211,-58.35150068317403,-51.51220431667587,6.668333750104193,16.67083437526048,200.56575999999998,203.71125999999998,-54.23010640283581,-50.116330236149025,20.02002002002002,24.0120060030015
185,TK489_1,374.0,L2/3,C2,SST,22.016666666666666,-0.04318795743567818,0.476987130961393,-0.05384459826064712,0.007070153694346297,0.0008884723295778397,9.973688000719507e-05,189.18556992481206,200.42584436090226,-49.57571408161484,-49.22314733105092,1.4289286607366125,4.286785982209838,189.69587954545452,192.82449292929292,-54.597783255448505,-52.34467445023975,4.55000455000455,18.190913638637504
186,TK489_2,443.0,L4,C2,SST,6.1,-0.0429245904861717,0.6872950819672131,-0.051589456537401684,0.003941970276593866,0.0004957168467073771,7.022349042203177e-05,192.14467067669173,198.79887744360903,-50.35132049048027,-51.015788282007556,5.001250312578145,6.4301789733147565,186.196785,192.69726888888889,-53.34792413991484,-50.633266522120614,0.0,28.01400700350175
187,TK489_3,423.0,L4,C2,SST,0.25,-0.043335,0.95,-0.06257134880078123,0.004478964086524024,0.0006410138231255979,3.3676793590083446e-05,144.3153157075077,154.03972643054306,-51.94633604771587,-53.22052271344369,5.904079265676664,5.135839762235482,188.31704423076923,192.16397264957266,-54.18648734406141,-47.34886140131688,23.100023100023098,153.1534998268365
188,TK489_4,463.0,L4,C2,SST,0.125,-0.0421534375,1.7700000000000002,-0.060533454445312496,0.004611728512138641,0.0005273520990035453,3.358828648361838e-05,189.48822344497611,196.54526650717702,-55.93810950898634,-55.84142481782563,5.001250312578145,3.1826138352770013,188.63924166666666,190.8675511111111,-56.07959096237137,-56.92010546178196,9.342676009342677,13.340003335000835
189,TK490_1,375.0,L2/3,C2,EXC,0.35,-0.040802232142857144,1.4642857142857142,-0.06113865857031252,0.004978208855623394,0.0007110463339776045,5.882500795691867e-05,178.13845263157893,194.7577355263158,-69.66486587832648,-65.98432968250128,0.0,0.0,179.55379705882353,183.2274705882353,-67.63300880723025,-64.43735341053325,0.0,0.0
190,TK490_2,222.0,L2/3,C2,SST,3.1,-0.038924411962365596,1.1045698924731184,-0.054523853046874994,0.006237583798188379,0.0007205666715823817,5.709189433118278e-05,190.36572631578952,202.97675157894733,-49.75890135975544,-50.42277999561791,5.50137534383596,3.0007501875468874,184.46439125,194.05088111111112,-54.20094571332761,-55.53072011657204,0.0,0.5002501250625313
191,TK490_3,245.0,L2/3,C2,SST,0.375,-0.040271458333333336,2.436666666666667,-0.05620488795898436,0.0050439883907176485,0.0005917611480622027,2.5844780663595442e-05,194.29245263157893,208.1517842105263,-53.02392421004399,-55.10774319841332,5.001250312578145,5.001250312578145,191.99794880768286,199.7563996003486,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608483
192,TK490_4,211.0,L2/3,C2,SST,0.5,-0.04053625,1.1025000000000003,-0.059758958863281246,0.005032604809654338,0.0006401256010664061,7.437044762156889e-05,196.5490978947368,210.89049684210525,-57.87885082263587,-55.78949154480819,5.001250312578145,5.001250312578145,202.39714166666667,212.28074814814812,-53.92906901743836,-47.81405002669883,4.448893337782226,26.68000667000167
193,TK490_5,233.0,L2/3,C2,SST,0.0,-0.04043541666666666,0.8376438821680559,-0.06866278462500001,0.006043327511631011,0.0006893440335442109,2.4763445255600388e-05,144.3153157075077,154.03972643054306,-51.94633604771586,-53.22052271344369,5.904079265676665,5.135839762235482,201.5861833333333,214.3020037037037,-56.38106138002447,-56.68778248196871,0.0,0.0
194,TK491_1,436.0,L4,C2,PV,0.05,-0.042909375,1.25,-0.06720609793750001,0.006052870931420214,0.0007410220537674111,4.192725203997745e-05,191.20468930921052,198.81131644736843,-49.21786114677012,-45.667349793159524,23.912228057014254,45.948987246811704,187.91890312499996,193.00470740740738,-46.09846654300628,-43.61242084457025,55.05505505505506,138.40253460063366
195,TK491_2,448.0,L4,C2,PV,0.025,-0.03888125,1.2,-0.0625780537265625,0.004076345567381566,0.0005401188649690594,3.232567939817516e-05,171.22870263157895,184.6511605263158,-58.637252221912135,-55.02212498506576,17.504376094023506,52.51312828207052,193.53764031172645,199.9187173605815,-50.44326299326651,-47.84768045514071,34.45793694240046,78.6111209554349
196,TK491_3,448.0,L4,C2,PV,0.15,-0.046335416666666664,2.6666666666666665,-0.06445432590625001,0.005386584368738001,0.0007392272204383148,5.1625912658118975e-05,173.34149342105266,179.91525986842106,-57.74395275557565,-54.170808094181176,33.13328332083021,41.88547136784196,178.6199785714286,187.20447936507935,-50.70168093475649,-50.68079024244459,54.34005434005434,84.32787822482669
197,TK494_1,425.0,L4,C2,SST,0.1,-0.0386140625,0.7749999999999999,-0.06369268445312501,0.0038609869379611357,0.0004557896843659116,6.33563807908679e-05,192.80857697368424,201.1128888157895,-53.76293032540641,-53.46615472582505,6.25156289072268,6.25156289072268,188.93023300000002,196.2044911111111,-52.9942234545347,-52.46051687288918,6.406406406406406,11.605802901450728
198,TK494_2,341.0,L4,C2,SST,0.4,-0.045289062500000005,2.0125,-0.06212257243554689,0.006595936868505046,0.0007827059852886949,2.6539035672430685e-05,186.12747669172933,201.82468721804509,-57.46149370722407,-55.28760068342715,4.286785982209838,8.573571964419678,185.26263863636365,192.40816161616164,-56.78618210551533,-55.489051329764806,3.64000364000364,6.366819773523125
199,TK495_1,525.0,L4,C2,SST,0.15,-0.04305833333333333,3.0833333333333335,-0.05749230277734377,0.004526609621710744,0.0005193650425460646,4.443715268333395e-05,187.48328815789478,190.8087763157895,-54.15796033922174,-50.112324929597435,2.5006251562890727,15.003750937734434,186.5175854166667,194.68230277777778,-52.089452401906556,-54.9273606674563,11.678345011678346,9.171252292813072
200,TK495_2,469.0,L4,C2,SST,0.85,-0.037296507352941176,1.4529411764705882,-0.05847370163281251,0.008932487677161184,0.0010910609323865742,4.3967662886173234e-05,193.61830263157896,203.64749342105264,-56.62472455071526,-54.26645015091441,0.0,0.0,188.24239375,194.84595833333336,-55.988677920511115,-54.8132988559375,5.005005005005005,20.01000500250125
201,TK495_3,460.0,L4,C2,SST,0.15,-0.03474010416666667,1.6916666666666667,-0.04669928889411095,0.002859326444604898,0.00037424489794622354,3.27418513558735e-05,192.8895421052632,202.51200197368422,-60.551038884592266,-60.07676793437615,0.0,0.0,190.8176382352941,198.4835183006536,-60.25575353293623,-58.9595640712025,0.0,3.531177353382573
202,TK496_1,410.0,L4,C2,EXC,0.1,-0.035732291666666666,1.48,-0.04917787643229168,0.004799622098487779,0.0005129214497214418,5.788173885229242e-05,197.902901754386,208.15679736842105,-61.59459259017123,-60.271693762968134,0.41677085938151204,0.0,198.14312124999998,206.4615361111111,-60.17523022544458,-60.008843741998504,0.0,0.5002501250625313
203,TK496_2,425.0,L4,C2,EXC,3.25,-0.028421923076923077,0.5638461538461538,-0.038375156066406256,0.00519625489066976,0.0005178066042933489,4.2924851881509864e-05,198.86301842105266,215.14772631578947,-51.12420282895704,-55.54748033902422,6.001500375093775,0.5001250312578145,196.8157410714286,204.74600317460317,-54.39994007466655,-57.429794549187534,0.0,0.7146430358036161
204,TK496_3,425.0,L4,C2,EXC,0.0,-0.028421923076923077,0.7685933316008711,-0.055530250619328585,0.002618326322530554,0.0003406413637543087,2.0512058563453972e-05,199.47462280701754,214.74500263157896,-53.69698151288514,-53.45252145066301,1.6670834375260482,2.5006251562890727,197.9931704545455,204.14918282828282,-51.92555771840638,-47.02221857685566,1.82000182000182,6.366819773523125
205,TK496_4,430.0,L4,C2,EXC,0.12777777777777777,-0.028908916936437972,1.589130434782609,-0.05584978104890215,0.004464835690181648,0.0005714227645855753,4.8249484652891636e-05,194.19200263157893,197.95311666666666,-66.11432107462984,-68.50167187231001,0.0,0.0,197.0900375,208.10045185185186,-68.43424614591945,-66.27895459554665,0.0,3.3350008337502084
206,TK497_1,432.0,L4,C2,EXC,0.42,-0.03995922571491627,1.0333333333333334,-0.05622121321806032,0.003967732821925812,0.0004568519228154264,5.498339979947073e-05,189.51322236842105,189.84840789473682,-62.09629295183777,-62.641309239681824,0.0,0.0,118.54199028718637,124.31870464001408,-58.47771440704522,-55.73732006990284,1.1531754519362096,3.09196237472131
207,TK497_2,500.0,L4,C2,EXC,0.125,-0.04611079496416179,1.825,-0.06690864181249519,0.004325912882239011,0.0005572699577658931,2.7882657072324656e-05,193.18790789473684,201.05777631578948,-57.60434794170767,-54.666415289156824,0.0,0.0,187.38057083333334,190.2171564814815,-53.929567461320865,-49.46080433889407,2.5025025025025025,9.58812739703185
208,TK497_3,440.0,L4,C2,EXC,0.9785714285714285,-0.04160374112046548,1.179197080291971,-0.05568145524159169,0.004009783494296207,0.0004789397771362854,5.5337010912682944e-05,193.28744342105264,204.24987631578946,-70.24854226771014,-67.77037651330126,0.0,0.0,196.28246666666666,199.46232592592594,-63.284296894531174,-63.0846981915348,0.0,0.0
209,TK498_1,415.0,L4,C2,EXC,15.361202369632434,-0.03527129372395567,1.1029752770673489,-0.04735107669999096,0.008092275495811088,0.0007820525675548461,7.30157327589461e-05,187.36945906432754,192.83285614035097,-54.99966302957277,-56.15411606517058,5.5569447917534935,3.8898613542274454,185.58139642857142,191.45243333333335,-49.90492503587789,-52.72293623037303,2.8600028600028597,0.0
210,TK499_1,444.0,L4,C2,EXC,0.05,-0.04533020499999999,0.7333333333333334,-0.05828680495392211,0.001825145445579796,0.00019337656202174093,2.7899258497679372e-05,186.06720877192984,207.3885105263158,-60.625676687324045,-64.08688188633633,6.668333750104193,1.6670834375260482,118.54199028718637,124.31870464001406,-58.47771440704521,-55.73732006990284,1.1531754519362096,3.0919623747213105
211,TK499_2,449.0,L4,C2,EXC,1.6055555555555556,-0.03506179708823529,2.4519031141868513,-0.05341693952199192,0.007625301256801091,0.0010249295442694316,2.836287450704289e-05,192.19846616541352,198.79672556390977,-57.23726257873046,-54.10579257251757,1.4289286607366125,5.001250312578145,191.6493716666667,197.3510925925926,-55.378518914336055,-55.37619007395256,1.3346680013346681,4.669001167250292
212,TK499_3,449.0,L4,C2,EXC,6.28,-0.0400690452096603,1.0288747346072187,-0.053170925171533434,0.006344584723242107,0.0006189390624581475,4.389426522865573e-05,199.4105960526316,217.0812605263158,-54.4434586021788,-54.979250507553346,0.0,0.0,118.54199028718637,124.31870464001409,-58.47771440704521,-55.73732006990285,1.1531754519362096,3.09196237472131
