,train_svc,train_svc_pca,train_svc_lda,train_knn,train_knn_pca,train_knn_lda,train_knn_inhib,train_knn_pca_inhib,train_knn_lda_inhib,test_svc,test_svc_pca,test_svc_lda,test_knn,test_knn_pca,test_knn_lda,test_knn_inhib,test_knn_pca_inhib,test_knn_lda_inhib
0,0.9823008849557522,0.9823008849557522,0.9694323144104805,0.9523809523809523,0.9411764705882353,1.0,0.9565217391304348,0.9391304347826087,0.9565217391304348,0.9333333333333333,0.9333333333333333,0.9032258064516129,0.9333333333333333,0.9152542372881356,0.9032258064516129,0.7586206896551724,0.7586206896551724,0.8275862068965517
